mV_1,uA_1,filter_uA_1,mV_2,uA_2,filter_uA_2,mV_3,uA_3,filter_uA_3,mV_4,uA_4,filter_uA_4,mV_5,uA_5,filter_uA_5
-60.0,6.51634,3.351576746887459,-60.0,-4.3608,-8.846867438307855,-60.0,-6.49018,-11.150829304924823,-60.0,-7.23834,-12.022150103788121,-60.0,-7.7563,-12.55880073523143
-50.0,3.72512,3.1212254772975174,-50.0,-8.41813,-8.740445515254637,-50.0,-10.72017,-11.01681915642598,-50.0,-11.52589,-11.866768017505114,-50.0,-12.10139,-12.39959763101325
-40.0,3.52369,2.9143540067077094,-40.0,-8.56201,-8.632143245827164,-40.0,-10.9216,-10.883911973305022,-40.0,-11.72732,-11.709627477932326,-40.0,-12.30282,-12.241416057060945
-30.0,7.69614,2.766710485250732,-30.0,-2.11631,-8.479698655003327,-30.0,-4.15937,-10.70929061598079,-30.0,-4.79243,-11.506862819351815,-30.0,-5.33915,-12.040865925990362
-20.0,4.35817,2.7202349252641858,-20.0,-6.63406,-8.234578291611212,-20.0,-8.84977,-10.443797936378711,-20.0,-9.56915,-11.208266828235297,-20.0,-10.11589,-11.748210563978509
-10.0,4.04164,2.822145842567115,-10.0,-6.97936,-7.8432676112801545,-10.0,-9.19507,-10.033256742266577,-10.0,-9.94323,-10.75868587013062,-10.0,-10.51875,-11.308728346079958
0.0,3.92655,3.123428553249851,0.0,-7.03691,-7.249228548948239,0.0,-9.31018,-9.420464187041736,0.0,-10.02956,-10.100107647376603,0.0,-10.63384,-10.664761102014182
10.0,3.78266,3.676778083836471,10.0,-7.06569,-6.3954333268787575,10.0,-9.2814,-8.547766192176258,10.0,-10.05833,-9.17434038652694,10.0,-10.60507,-9.758349016040802
20.0,3.69634,4.534172240032858,20.0,-7.00814,-5.227210912434648,20.0,-9.25263,-7.359937922677431,20.0,-10.00078,-7.92599624362813,20.0,-10.60507,-8.534165279987159
30.0,3.6388,5.744267587006641,30.0,-6.95058,-3.69513077581733,30.0,-9.13752,-5.807085404885702,30.0,-9.91446,-6.305478263636942,30.0,-10.48997,-6.942451924932489
40.0,10.05571,7.349792889291986,40.0,1.65328,-1.7576985668407672,40.0,-0.30345,-3.8473389337196493,40.0,-0.70631,-4.2717263046062754,40.0,-1.3106,-4.941716584886613
50.0,5.68186,9.385057092922327,50.0,-3.61263,0.6162576496665751,50.0,-5.71324,-1.4492200226091418,50.0,-6.28875,-1.7945940794832453,50.0,-6.86426,-2.5010677778015973
60.0,5.16389,11.873626311124852,60.0,-4.24569,3.445516301064908,60.0,-6.3463,1.4063146624428957,60.0,-6.89303,1.1431398452223538,60.0,-7.52609,0.3978022195186133
70.0,15.98346,14.826313928472706,70.0,8.64572,6.734796208985384,70.0,6.80409,4.724234067083292,70.0,6.63144,4.544206950902217,70.0,5.96961,3.759059837736332
80.0,9.79674,18.239776716136063,80.0,1.6245,10.473771237690556,80.0,-0.33223,8.494470827010991,80.0,-0.5912,8.396003672793947,80.0,-1.28181,7.571866122969882
90.0,8.70327,22.096014551172587,90.0,0.41594,14.637055180705428,90.0,-1.62712,12.69192332991877,90.0,-1.97243,12.670752761389739,90.0,-2.63426,11.810488554071735
100.0,54.08219,26.36299320316208,100.0,48.75873,19.185355666553235,100.0,47.23363,17.277616580946155,100.0,47.92424,17.326860745196612,100.0,46.9171,16.43557612007279
110.0,38.94629,30.99616984936606,110.0,32.90345,24.067545617893504,110.0,31.00426,22.200766897926048,110.0,31.60855,22.311201785946725,110.0,30.57264,21.39633036482549
120.0,34.51487,35.939743018946736,120.0,28.29937,29.22240016336547,120.0,26.54406,27.400491963997197,120.0,26.88937,27.561032100768163,120.0,26.02611,26.63228901159924
130.0,32.0114,41.126253987471486,130.0,25.53693,34.578525073163476,130.0,23.60897,32.80568701388767,130.0,24.09816,33.004006227412006,130.0,23.03347,32.07321131971444
140.0,29.96835,46.47458903603866,140.0,23.49387,40.052490683555014,140.0,21.70978,38.33308809649011,140.0,21.85367,38.556291635029496,140.0,21.07673,37.637072002538915
150.0,28.5008,51.888044593861416,150.0,21.88243,45.54688998676843,150.0,20.0408,43.88525889819123,150.0,20.35734,44.12053131005662,150.0,19.35021,43.227912355030554
160.0,27.23467,57.25461245620997,160.0,20.70265,50.950561985203464,160.0,18.88978,49.35075981546009,160.0,18.91856,49.585942721628854,160.0,18.17041,48.73583177936713
170.0,105.21621,62.451149249264574,170.0,99.89275,56.142701702778304,170.0,98.71295,54.60823163785184,170.0,99.31724,54.83231213054789,170.0,98.25255,54.04087575210913
180.0,85.62011,67.35139470829213,180.0,79.63482,61.00082930534211,180.0,78.1097,59.53436500873754,180.0,78.33992,59.73786826364611,180.0,77.44788,59.02080794902038
190.0,78.28237,71.8352167750508,190.0,72.00931,65.40995287247321,190.0,70.57054,64.01307401762725,190.0,70.68564,64.18834910766464,190.0,69.7936,63.56009325664166
200.0,73.50564,75.79558618197247,200.0,67.08871,69.2693750288572,200.0,65.39096,67.94230856782335,200.0,65.50605,68.08368744020709,200.0,64.55647,67.55653655127182
210.0,69.56341,79.14198740152648,210.0,63.06015,72.49584035213182,210.0,61.5926,71.23720903608063,210.0,61.41995,71.3410234365627,210.0,60.72933,70.92430491619668
220.0,66.59952,81.80170571440799,220.0,59.98116,75.02449036680873,220.0,58.28341,73.8310974622174,220.0,58.31219,73.89555712608542,220.0,57.36259,73.59486314375528
230.0,63.83708,83.72132356918647,230.0,57.27627,76.8099827430664,230.0,55.77995,75.67669213447398,230.0,55.43464,75.70164708457067,230.0,54.80159,75.51824562830119
240.0,139.97698,84.87009157337754,240.0,132.58167,77.82944485897683,240.0,132.46659,76.74923306412259,240.0,132.26517,76.73585742223749,240.0,132.09249,76.66638267066013
250.0,103.46091,85.24494332672992,250.0,95.25989,78.08703781291914,250.0,94.88581,77.05127676632956,250.0,94.94337,77.00172144606606,250.0,96.35336,77.03824863251334
260.0,91.83562,84.87446408272913,260.0,83.80727,77.6174823527333,260.0,83.05909,76.61644381311885,260.0,83.03033,76.53350585162171,260.0,83.95113,76.66406471893742
270.0,84.38277,83.81871891393916,270.0,76.49829,76.48553196554421,270.0,75.6638,75.50902328465314,270.0,75.5487,75.39586382475893,270.0,76.29686,75.60533821247915
280.0,79.00175,82.16436156640354,280.0,71.23237,74.7808859285577,280.0,70.28278,73.81889651967252,280.0,70.19646,73.6788159004339,280.0,70.68564,73.950075502335
290.0,74.65666,80.01686818597423,290.0,67.08871,72.61040444296863,290.0,66.11034,71.65367111500956,290.0,65.93769,71.48993506991079,290.0,66.42687,71.8050168587335
300.0,71.0885,77.49198210223159,300.0,63.60687,70.08968134307176,300.0,62.57097,69.13012556019869,300.0,62.45586,68.94583418798024,300.0,62.74361,69.28703114259287
310.0,68.18218,74.70764701617799,310.0,60.8732,67.33520476780298,310.0,59.83729,66.36622676450544,310.0,59.57832,66.16421935165529,310.0,59.92362,66.51499178315152
320.0,65.62116,71.77710129919832,320.0,58.42728,64.45773495926616,320.0,57.33383,63.474367957033486,320.0,57.16116,63.257157916074476,320.0,57.36259,63.60282758194046
330.0,63.37667,68.80346455253408,330.0,56.32668,61.557194541376994,330.0,55.20444,60.55613297089403,330.0,54.97423,60.325868897275896,330.0,55.17566,60.654086496213736
340.0,61.36239,65.87591467059423,340.0,54.39872,58.71914126418662,340.0,53.30525,57.69866352996953,340.0,53.07506,57.4571140260262,340.0,53.21893,57.7581111703748
350.0,59.60708,63.06739617139694,350.0,52.75852,56.01274302152967,350.0,51.60751,54.97255340758946,350.0,51.3773,54.721113508168116,350.0,51.4924,54.98776400744076
360.0,57.96688,60.43369979852379,360.0,51.17587,53.490081887622445,360.0,50.11118,52.43109728585499,360.0,49.8522,52.17081365796873,360.0,49.9673,52.39853729941834
370.0,56.47057,58.01369398094724,370.0,49.79464,51.186562125987926,370.0,48.61486,50.1106671842712,370.0,48.41343,49.84227872096446,370.0,48.44219,50.02882421891433
380.0,55.14688,55.83046097038974,380.0,48.58608,49.12217545983375,380.0,47.49261,48.031965906594344,380.0,47.17607,47.75595556648666,380.0,47.29118,47.90109909581065
390.0,53.93832,53.893087197538215,390.0,47.46384,47.3033767984119,390.0,46.28405,46.20190716865562,390.0,46.08262,45.91855995654433,390.0,46.05384,46.02375291053721
400.0,52.75852,52.19887051329484,400.0,46.39913,45.72533717461021,400.0,45.30568,44.61588677368354,400.0,44.96036,44.325348471469695,400.0,45.01793,44.393343613296686
410.0,51.72261,50.73573089336699,410.0,45.392,44.37436444357533,410.0,44.26975,43.26023315518111,410.0,44.01078,42.96256508158269,410.0,43.982,42.99704519346156
420.0,50.71546,49.48464361153959,420.0,44.49996,43.23031591523693,420.0,43.40649,42.11465810844897,420.0,43.08997,41.80988452499676,420.0,43.08997,41.81511278292884
430.0,49.70832,48.4219516866216,430.0,43.55037,42.26886694191393,430.0,42.48568,41.154567205676514,430.0,42.16914,40.842713490253665,430.0,42.14036,40.82321997619518
440.0,48.93138,47.52145350992387,440.0,42.88854,41.463539507135756,440.0,41.76628,40.35312930552064,440.0,41.44977,40.03425007536883,440.0,41.39221,39.994564212423064
450.0,48.06812,46.75619826445405,450.0,42.08282,40.78743031861004,450.0,41.04691,39.68304117216641,450.0,40.67283,39.357238379065144,450.0,40.67283,39.3016731467646
460.0,47.34874,46.099952350076656,460.0,41.42099,40.21460637777075,460.0,40.29874,39.11795347463897,460.0,40.01098,38.78538569910877,460.0,39.92466,38.71787609877209
470.0,46.5718,45.528324047044656,470.0,40.73037,39.721158968356704,470.0,39.69446,38.633548874560475,470.0,39.32038,38.29443403420416,470.0,39.32038,38.21842897024931
480.0,45.90997,45.01955398395533,480.0,40.12608,39.28592746047247,480.0,39.03261,38.20828414901228,480.0,38.74486,37.86289744972325,480.0,38.65853,37.78130115985879
490.0,45.21935,44.55499644834257,490.0,39.5218,38.8909215156048,490.0,38.51467,37.82382569746968,490.0,38.08302,37.47249314230898,490.0,38.08302,37.38764992815212
500.0,44.58628,44.11932961534092,500.0,38.94629,38.521481974783164,500.0,37.8816,37.4652190045055,500.0,37.56508,37.108306018993325,500.0,37.47875,37.02202018242229
510.0,44.01078,43.70054082750414,510.0,38.4571,38.16622722194928,510.0,37.42119,37.1208385689301,510.0,37.01833,36.75873437006792,510.0,36.98957,36.67231593279018
520.0,43.46405,43.289736309149276,520.0,37.93916,37.81683402879544,520.0,36.90323,36.78216753546692,520.0,36.55793,36.41526737365567,520.0,36.47161,36.32959379338396
530.0,42.9173,42.88082314319381,530.0,37.50752,37.46769992914751,530.0,36.44282,36.44345567808671,530.0,36.06874,36.072143271045555,530.0,35.98242,35.98772829953985
540.0,42.37058,42.470106622954155,540.0,36.98957,37.115529328402346,540.0,36.0112,36.10130038143896,540.0,35.60834,35.72593197732948,540.0,35.55078,35.64299490853943
550.0,41.91017,42.055841224995135,550.0,36.58671,36.75888035340836,550.0,35.55078,35.75418956834433,550.0,35.20548,35.37508041017603,550.0,35.09038,35.293611545757464
560.0,41.36343,41.63776926046886,560.0,36.12629,36.397705168341666,560.0,35.1767,35.40203965045373,560.0,34.74508,35.0194536304982,560.0,34.7163,34.93927381501479
570.0,40.96059,41.216676494243885,570.0,35.75221,36.03291219434147,570.0,34.7163,35.045755905581444,570.0,34.39976,34.65989930504275,570.0,34.2559,34.580712425241565
580.0,40.4714,40.79398835937771,580.0,35.34935,35.66597321788329,580.0,34.42855,34.68683723143002,580.0,33.96814,34.29785704222166,580.0,33.93936,34.21929496726939
590.0,40.09732,40.37142422928975,590.0,35.00405,35.29859200427098,590.0,33.9969,34.32704154788105,590.0,33.65161,33.93502830889763,590.0,33.5365,33.85668841094654
600.0,39.66568,39.95072070355174,600.0,34.65875,34.93244458988844,600.0,33.70915,33.96812189989148,600.0,33.27753,33.57311705402345,600.0,33.21997,33.49459292612612
600.0,39.26282,39.53342877809516,600.0,34.31344,34.568995419359574,600.0,33.36385,33.61163741864238,600.0,32.98977,33.21364577654915,600.0,32.87467,33.13455180420639
590.0,38.88875,39.12078524890559,590.0,34.02568,34.20938834707266,590.0,33.04732,33.25883851198547,590.0,32.64446,32.85784654509192,590.0,32.55813,32.77783727933631
580.0,38.51467,38.71365587485773,580.0,33.65161,33.854407595238484,580.0,32.7308,32.91062187177075,580.0,32.32794,32.50662200565261,580.0,32.27038,32.425408177384185
570.0,38.16935,38.31254549652651,570.0,33.39263,33.5045012457384,570.0,32.41427,32.567548420481636,570.0,32.04019,32.16056872042756,570.0,31.92508,32.07793217977624
560.0,37.82405,37.91766758776115,560.0,33.0761,33.15985855301611,560.0,32.18406,32.229916106673535,560.0,31.75243,31.820053969065277,560.0,31.72365,31.73586302165217
550.0,37.5363,37.52906287337215,550.0,32.81713,32.82053116616409,550.0,31.86752,31.897877897935167,550.0,31.49344,31.485335702985846,550.0,31.34957,31.3995609631457
540.0,37.13344,37.146754064220424,540.0,32.50059,32.486586461869834,540.0,31.60855,31.571592749878906,540.0,31.17693,31.15671313727826,540.0,31.14815,31.069443197124983
530.0,36.87447,36.770922192064354,530.0,32.24162,32.15827972685815,530.0,31.32079,31.251395561155956,530.0,30.97549,30.83469384509712,530.0,30.83161,30.746150024157277
520.0,36.52915,36.40209013500269,520.0,31.98262,31.836231794902922,520.0,31.11937,30.937972178300534,520.0,30.65896,30.520162747828557,520.0,30.63018,30.430712500213946
510.0,36.27018,36.04129930681348,510.0,31.72365,31.521598777571523,510.0,30.83161,30.632525524335442,510.0,30.45753,30.21453814910743,510.0,30.37121,30.124706576030178
500.0,35.95364,35.69026454495325,500.0,31.52222,31.216219492796302,500.0,30.63018,30.336917652368385,500.0,30.19856,29.919899646350785,500.0,30.141,29.830377323285408
490.0,35.75221,35.351490644458444,490.0,31.32079,30.922724184193815,490.0,30.45753,30.05377111233483,490.0,30.05467,29.639072348097816,490.0,29.99713,29.55071559916718
480.0,35.43569,35.028332580650186,480.0,31.06182,30.64458573929569,480.0,30.16978,29.786511945966556,480.0,29.76692,29.375650643285706,480.0,29.68059,29.289468690419504
470.0,35.14794,34.72498076080047,470.0,30.80283,30.386093664356032,470.0,29.99713,29.53933617199571,470.0,29.56549,29.133943909230265,470.0,29.50794,29.051066850719046
460.0,34.91773,34.44635447563217,460.0,30.63018,30.152233974472065,460.0,29.73814,29.31708373141121,460.0,29.39284,28.918828646916715,460.0,29.24895,28.84045113679997
450.0,34.62997,34.19789140971463,450.0,30.37121,29.948463828076868,450.0,29.59427,29.12500860901115,450.0,29.13387,28.735496194957687,450.0,29.0763,28.66279415462718
440.0,34.45733,33.98522589167703,440.0,30.19856,29.780374742554667,440.0,29.3353,28.968438725004244,440.0,28.98998,28.589089991974163,440.0,28.87487,28.52311124758388
430.0,34.16957,33.813752169375434,430.0,29.99713,29.65324238245878,430.0,29.19141,28.852323761100152,430.0,28.75977,28.484231576064477,430.0,28.70222,28.425764353531303
420.0,34.05447,33.68807289780579,420.0,29.9108,29.57146571855302,420.0,29.0763,28.780674605353394,420.0,28.70222,28.424440892269715,420.0,28.58712,28.373865552402563
410.0,33.70915,33.611338661391756,410.0,29.65181,29.53790336050953,410.0,28.81733,28.75590409951146,410.0,28.41447,28.41146282068203,410.0,28.32815,28.36859309498784
400.0,33.50772,33.58449292008685,400.0,29.42162,29.55312125154934,400.0,28.64468,28.778085717264204,400.0,28.24182,28.44451903477659,400.0,28.18426,28.40844066122971
390.0,33.30631,33.60544933018357,390.0,29.30651,29.61457740779479,390.0,28.47202,28.84415770245151,390.0,28.09794,28.519515555929964,390.0,27.98283,28.48843215553781
380.0,33.0761,33.6682425608929,380.0,29.0763,29.715784752055594,380.0,28.32815,28.947114153957607,380.0,27.89651,28.62825039219319,380.0,27.86774,28.59934758844386
370.0,32.90345,33.76220517684426,370.0,28.9612,29.84550599255228,370.0,28.12672,29.07523626252783,370.0,27.78142,28.757677094811708,370.0,27.63753,28.727016421513866
360.0,32.78835,33.87123109280575,360.0,28.87487,29.98704248257592,360.0,28.12672,29.211424513877677,360.0,27.69508,28.88928701972579,360.0,27.63753,28.851741914402073
350.0,32.50059,33.973191632610174,350.0,28.6159,30.11768373742537,350.0,27.83896,29.33269725934145,350.0,27.49366,28.99867647397475,350.0,27.321,28.947924056642787
340.0,32.27038,34.03957423842949,340.0,28.44325,30.208387486569688,340.0,27.72386,29.409923168398507,340.0,27.29224,29.055365627164075,340.0,27.23467,28.98394973429892
330.0,32.12651,34.035417917979196,330.0,28.29937,30.223763336898706,330.0,27.52243,29.40785615674315,330.0,27.20591,29.022935732106287,330.0,27.06202,28.922417345310368
320.0,31.8963,33.919620425248304,320.0,28.18426,30.122432927504768,320.0,27.40732,29.285539944388297,320.0,27.00448,28.85954764000443,320.0,26.94692,28.720756483678162
310.0,31.75243,33.64568237682728,310.0,28.01161,29.857827964114605,310.0,27.26345,28.99713887032692,310.0,26.88937,28.51889114944914,310.0,26.80305,28.33228596840462
300.0,31.57977,33.16293070370826,300.0,27.89651,29.379462685423498,300.0,27.14835,28.493227881313125,300.0,26.74549,27.95158887156167,300.0,26.63039,27.707724202803565
290.0,31.551,32.41822967249682,290.0,27.83896,28.634682338495228,290.0,27.17713,27.7225380731628,290.0,26.74549,27.10704103739304,290.0,26.68795,26.79712639416394
280.0,31.26325,31.358140985165146,280.0,27.63753,27.57084356843506,280.0,26.86059,26.63410489869083,280.0,26.5153,25.935647356464255,280.0,26.37141,25.552171741235753
270.0,31.06182,29.93143571017404,270.0,27.46488,26.13782451204826,270.0,26.77427,25.179706127376562,270.0,26.34263,24.391278878310796,270.0,26.31387,23.928659243942334
260.0,30.91793,28.091794366576604,260.0,27.37856,24.29069391683526,260.0,26.60162,23.31641000582191,260.0,26.28509,22.433801477525826,260.0,26.11244,21.88899729215196
250.0,30.7165,25.80045607713366,250.0,27.20591,21.99228961519133,250.0,26.54406,21.00897826682924,250.0,26.08366,20.03137279820523,250.0,26.05488,19.404390341691062
240.0,30.63018,23.02848609785059,240.0,27.11957,19.215362939599586,240.0,26.37141,18.231776095052002,240.0,26.02611,17.162140498025316,240.0,25.91101,16.456330653749806
230.0,0.38716,19.758344135331857,230.0,-4.50467,15.943965284841676,230.0,-7.41099,14.969869484923684,230.0,-10.54752,13.815009607884337,230.0,-13.33874,13.037052879252636
220.0,11.78225,15.984879560776273,220.0,7.60981,12.174225268073368,220.0,6.25736,11.219502243911919,220.0,4.24307,9.989710195598365,220.0,2.89062,9.149221237012565
210.0,14.68858,11.71660688284067,210.0,10.60246,7.915431903448902,210.0,9.25001,6.988963611220613,210.0,7.75368,5.697290758353418,210.0,6.43001,4.806084080178422
200.0,16.09857,6.978107798947531,200.0,12.21388,3.1923345890467076,200.0,11.14919,2.3008421125499443,200.0,9.53776,0.9621538015773377,200.0,8.53062,0.03332427667843353
190.0,17.24958,1.8132842092252275,190.0,13.33613,-1.9515990381942863,190.0,12.24266,-2.8045884510860493,190.0,10.89021,-4.174592559878595,190.0,9.8543,-5.127598243472534
180.0,17.9402,-3.7119531560749075,180.0,14.19939,-7.451409704664376,180.0,13.16346,-8.26634510332231,180.0,11.78225,-9.652019053287633,180.0,10.86143,-10.616220304053483
170.0,18.54449,-9.509320751586774,170.0,14.74612,-13.22014968053175,170.0,13.79653,-14.001910031033603,170.0,12.50163,-15.388397652276296,170.0,11.69593,-16.35193049352447
160.0,-59.78235,-15.471488782152793,160.0,-63.17786,-19.152048923370284,160.0,-63.55194,-19.910009764427492,160.0,-64.81806,-21.283808384051497,160.0,-65.8252,-22.236390709261045
150.0,-38.66116,-21.4789035619531,150.0,-42.17176,-25.129166458939757,150.0,-42.25809,-25.87684282894717,150.0,-43.61054,-27.22619675569847,150.0,-44.27237,-28.159412520754906
140.0,-31.49606,-27.40748683492029,140.0,-34.94912,-31.02892896896837,140.0,-35.35198,-31.783201880400274,140.0,-36.38789,-33.09834032551048,140.0,-37.33748,-34.005758934190155
130.0,-27.06464,-33.13391150295113,130.0,-30.5177,-36.72927618540377,130.0,-30.66157,-37.50926873220394,130.0,-31.98525,-38.782509100398556,130.0,-32.58953,-39.65966251911326
120.0,-23.58281,-38.53751061663251,120.0,-27.06464,-42.11048024724683,120.0,-27.49627,-42.93619406371185,120.0,-28.50342,-44.16193586265232,120.0,-29.3379,-45.00618034889583
110.0,-21.10812,-43.50066553883976,110.0,-24.50362,-47.055484576549,110.0,-24.70505,-47.94632541532926,110.0,-25.97117,-49.120962176412036,110.0,-26.57546,-49.93125476267632
100.0,-18.80608,-47.91041526993968,100.0,-22.28791,-51.45149999863575,100.0,-22.66199,-52.42482653204046,100.0,-23.69791,-53.54660047436221,100.0,-24.4173,-54.32322206796918
90.0,-98.48537,-51.66336674514095,90.0,-101.88088,-55.1949343059307,90.0,-102.97434,-56.26476878188925,90.0,-104.0678,-57.333586127327635,90.0,-104.7872,-58.07784278853784
80.0,-70.60193,-54.67403654768589,80.0,-74.17009,-58.19978265954103,80.0,-75.40744,-59.37581613717263,80.0,-76.3858,-60.39303366349843,80.0,-77.04764,-61.106964194722664
70.0,-60.27154,-56.88405631520741,70.0,-63.66704,-60.406906794585645,70.0,-65.04826,-61.693898585484696,70.0,-65.9403,-62.66208769985504,70.0,-66.68847,-63.34819863947389
60.0,-82.97538,-58.26879904708445,60.0,-86.71619,-61.79075368610732,60.0,-88.73048,-63.18836948902293,60.0,-89.65129,-64.11106394444134,60.0,-90.25558,-64.77210443217433
50.0,-63.83969,-58.8398272439777,50.0,-67.40785,-62.36190522714321,50.0,-69.45091,-63.864981968199935,50.0,-70.19907,-64.74641783181121,50.0,-70.94724,-65.3851994845323
40.0,-55.72501,-58.64345450295759,40.0,-59.23562,-62.16573826816196,40.0,-61.0197,-63.76491458810557,40.0,-61.94052,-64.60977382537062,40.0,-62.48725,-65.22903568030561
30.0,-70.0552,-57.75622966566036,30.0,-73.93988,-61.27799270114661,30.0,-76.44335,-62.96060685261085,30.0,-77.16275,-63.77377682533634,30.0,-77.88212,-64.37609217545804
20.0,-53.88338,-56.278248513675216,20.0,-57.50909,-59.79814436532892,20.0,-59.55215,-61.54928299768948,20.0,-60.38664,-62.335642300242704,20.0,-60.99092,-62.92336218784396
10.0,-47.66788,-54.325117152786156,10.0,-51.26481,-57.84139792580588,10.0,-53.19277,-59.644974708073285,10.0,-53.91215,-60.4092123736819,10.0,-54.54522,-60.98443832502943
0.0,-43.40911,-52.01921451687976,0.0,-46.89094,-55.529939766397135,0.0,-48.67502,-57.36968956283071,0.0,-49.48074,-58.11616180815426,0.0,-50.02747,-58.680737930776374
-10.0,-39.8985,-49.481105368222764,-10.0,-43.35156,-52.98430673845642,-10.0,-45.07809,-54.84460917130273,-10.0,-45.79747,-55.57723551680184,-10.0,-46.3442,-56.13274974479727
-20.0,-37.07851,-46.822150683755346,-20.0,-40.38768,-50.31593421952936,-20.0,-42.05666,-52.18242539763958,-20.0,-42.80482,-52.904623459138215,-20.0,-43.35156,-53.45241098113518
-30.0,-34.60382,-44.13909293468199,-30.0,-37.94177,-47.62168058876722,-30.0,-39.49565,-49.48165370532448,-30.0,-40.24381,-50.19630982090151,-30.0,-40.73299,-50.737456507372734
-40.0,-44.21482,-41.51093304915779,-40.0,-47.84053,-44.98066097571055,-40.0,-49.82604,-46.823284750592876,-40.0,-50.54543,-47.53275636534195,-40.0,-51.14971,-48.068103570486805
-50.0,-34.48871,-38.997954519937544,-50.0,-37.88422,-42.453251853438985,-50.0,-39.5532,-44.26964766186258,-50.0,-40.30136,-44.97579244960147,-50.0,-40.79054,-45.50594566246595
-60.0,-31.69749,-36.64235065288569,-60.0,-34.9779,-40.08171572085689,-60.0,-36.58932,-41.86492940439618,-60.0,-37.27993,-42.56915532795008,-60.0,-37.82667,-43.09449795741814
-70.0,-38.74748,-34.469868090788395,-70.0,-42.34442,-37.8918497154031,-70.0,-44.12849,-39.63674350130959,-70.0,-44.90543,-40.34007385420248,-70.0,-45.42339,-40.86078576122509
-80.0,-30.43137,-32.492129747549086,-80.0,-33.74055,-35.89531907078171,-80.0,-35.35198,-37.59840503100964,-80.0,-36.04259,-38.3015526035791,-80.0,-36.56054,-38.81763253519108
-90.0,-28.18688,-30.70940717684437,-90.0,-31.43851,-34.09244551982128,-90.0,-32.93484,-35.7516817917913,-90.0,-33.65422,-36.455126081867064,-90.0,-34.14341,-36.96641750776938
-100.0,-41.71136,-29.11358162733428,-100.0,-45.53849,-32.47518772085254,-100.0,-47.35135,-34.08975654912929,-100.0,-48.12829,-34.793817878013925,-100.0,-48.7038,-35.30003801125191
-110.0,-28.41709,-27.690994353956075,-110.0,-31.72627,-31.03000881493137,-110.0,-33.30892,-32.60009131058964,-110.0,-33.97075,-33.304995962971766,-110.0,-34.48871,-33.80576721298646
-120.0,-26.08627,-26.424758994958957,-120.0,-29.36668,-29.74019132931099,-120.0,-30.80545,-31.26674548182533,-120.0,-31.52484,-31.972676151094696,-120.0,-31.95647,-32.46755728525275
