mV_1,uA_1,filter_uA_1,mV_2,uA_2,filter_uA_2,mV_3,uA_3,filter_uA_3,mV_4,uA_4,filter_uA_4,mV_5,uA_5,filter_uA_5
-90.0,8.35797,4.797025892392068,-90.0,-1.25304,-7.37350395903079,-90.0,-3.26732,-9.716778231491979,-90.0,-4.30324,-10.842066518464993,-90.0,-4.84998,-11.454597193188615
-80.0,4.58838,4.609062944256629,-80.0,-7.41099,-7.161056797601533,-80.0,-9.77058,-9.462285774319383,-80.0,-10.9216,-10.564909309911904,-80.0,-11.58344,-11.163261682951537
-70.0,4.41573,4.384632848322775,-70.0,-7.58364,-7.021402126490581,-70.0,-9.94323,-9.28384238446559,-70.0,-11.12303,-10.366638725417552,-70.0,-11.75609,-10.953099978602589
-60.0,7.29328,4.143317638570567,-60.0,-2.60549,-6.931008896002295,-60.0,-4.67732,-9.158072594562222,-60.0,-5.77079,-10.224948617636915,-60.0,-6.37507,-10.802354961070694
-50.0,4.81858,3.9112673433040257,-50.0,-6.25997,-6.859050276965182,-50.0,-8.50446,-9.054266473629713,-50.0,-9.65548,-10.110330042616232,-50.0,-10.28854,-10.68213626368087
-40.0,4.64593,3.7213621270457797,-40.0,-6.40385,-6.767459619015207,-40.0,-8.67712,-8.93443423800056,-40.0,-9.82813,-9.986089608557073,-40.0,-10.46119,-10.55641936889092
-30.0,8.5594,3.613004522160837,-30.0,-0.41855,-6.611393113981884,-30.0,-2.40406,-8.75376921859134,-30.0,-3.5263,-9.808758801708702,-30.0,-4.13058,-10.382423986482769
-20.0,5.48043,3.6314606541694743,-20.0,-4.61977,-6.340170354174766,-20.0,-6.77793,-8.461588771015029,-20.0,-7.90018,-9.528961431031705,-20.0,-8.53324,-10.111437761069556
-10.0,5.19267,3.8266418109031095,-10.0,-4.9363,-5.898807629784288,-10.0,-7.09446,-8.002868118612874,-10.0,-8.2167,-9.09285352678895,-10.0,-8.84977,-9.690199509071402
0.0,5.02001,4.2512434277506586,0.0,-5.02263,-5.230238236817179,0.0,-7.18078,-7.3204630710426075,0.0,-8.30303,-8.444234039772503,0.0,-8.93609,-9.062941326098189
10.0,4.93368,4.958304009047156,10.0,-4.99386,-4.278122362190498,10.0,-7.18078,-6.357920714268134,10.0,-8.33181,-7.527230286279409,10.0,-8.93609,-8.17399532707129
20.0,4.84736,5.998374284290002,20.0,-4.96508,-2.989979791346381,20.0,-7.12324,-5.0626025770118375,20.0,-8.24549,-6.2892888206631365,20.0,-8.87854,-6.970699181688823
30.0,4.78981,7.416515632371386,30.0,-4.90752,-1.320358918309645,30.0,-7.06569,-3.3888260389425793,30.0,-8.18793,-4.684185460175699,30.0,-8.82099,-5.40632023101779
40.0,11.20675,9.249339087070037,40.0,3.43737,0.7662063533390528,40.0,1.56696,-1.3007727074360553,40.0,0.38716,-2.6748142265146737,40.0,-0.27468,-3.442765574827447
50.0,6.9192,11.522246235849217,50.0,-1.71345,3.2926088489409575,50.0,-3.75651,1.224988281855892,50.0,-4.9363,-0.23561715539159858,50.0,-5.56936,-1.0529478211644743
60.0,6.40123,14.246976112353332,60.0,-2.26018,6.267002895188403,60.0,-4.33201,4.197402319684389,60.0,-5.51181,2.645370151683581,60.0,-6.11609,1.777210218102302
70.0,17.65244,17.419652330700355,70.0,10.66,9.681200935378408,70.0,8.87593,7.609382618915453,70.0,7.49471,5.964967980455918,70.0,6.74655,5.047232067590289
80.0,11.40816,21.019665559817387,80.0,3.72512,13.509945560741393,80.0,1.7396,11.43712024364769,80.0,0.38716,9.704088711560848,80.0,-0.33223,8.74128585088808
90.0,10.17082,25.009717922476508,90.0,2.37267,17.71137070556799,90.0,0.41594,15.640557419593513,90.0,-0.93651,13.828056288254551,90.0,-1.62712,12.828412644906278
100.0,57.56402,29.337264304362694,100.0,52.09669,22.228863667436805,100.0,50.45649,20.165227189005343,100.0,48.41343,18.288206549932386,100.0,47.40628,17.263978453393165
110.0,41.76628,33.93711538711582,110.0,35.60834,26.994062973106278,110.0,33.73793,24.945186216496847,110.0,31.63733,23.02450024170662,110.0,30.54386,21.992082534837888
120.0,37.42119,38.73395262419241,120.0,30.88917,31.92968365103142,120.0,28.90365,29.90572306996581,120.0,26.80305,27.967858136016506,120.0,25.76712,26.947643182390287
130.0,34.51487,43.643278527497394,130.0,28.04039,36.95062067899077,130.0,26.05488,34.96428817749442,130.0,24.01182,33.04070835088803,130.0,22.9759,32.05667316113934
140.0,32.50059,48.570778446701524,140.0,25.85345,41.96329117834401,140.0,23.8104,40.029617149338414,140.0,21.79611,38.155752422501145,140.0,20.78898,37.23477186916355
150.0,30.88917,53.41172366991095,150.0,24.32835,46.86489765970266,150.0,22.28529,45.00075369925576,150.0,20.32856,43.21466875826327,150.0,19.35021,42.385564077443014
160.0,29.50794,58.05253608198171,160.0,22.88958,51.54479588147967,160.0,20.84652,49.76818080963016,160.0,18.88978,48.10896296407159,160.0,17.91142,47.401302132197344
170.0,107.83479,62.3761005556157,170.0,102.0509,55.889591226633414,170.0,100.43948,54.21870475820839,170.0,98.56907,52.724613623537124,170.0,97.76337,52.167291118341296
180.0,87.08767,66.27066314826516,180.0,80.52684,59.79180795511561,180.0,78.62767,58.24394928051557,180.0,76.69972,56.95038411857791,180.0,75.77889,56.57002353764262
190.0,79.60604,69.63953219845762,190.0,72.81503,63.15933170559089,190.0,70.74318,61.74966584815573,190.0,68.81523,60.68703100001521,190.0,67.95197,60.50627505319182
200.0,74.22502,72.40791922770298,200.0,67.434,65.92195574929889,200.0,65.39096,64.66220467092263,200.0,63.54933,63.853790528352,200.0,62.62851,63.88957257584293
210.0,70.34033,74.5254686601565,210.0,63.43423,68.03361071516865,210.0,61.27606,66.93076509508286,210.0,59.46321,66.3908102064213,210.0,58.59995,66.65274314690303
220.0,66.9736,75.96574331652256,220.0,60.18259,69.47159357666254,220.0,58.08198,68.5267983395461,220.0,56.32668,68.25895214486869,220.0,55.43464,68.74802162634546
230.0,64.26871,76.72478716772042,230.0,57.36259,70.23495097922526,230.0,55.20444,69.44277503220268,230.0,53.44914,69.43923598615075,230.0,52.61464,70.14704006286404
240.0,109.93538,76.82030727619741,240.0,103.54723,70.34356983508499,240.0,106.77009,69.69189917428335,240.0,112.41007,69.93352988184395,240.0,117.93496,70.84233681156752
250.0,84.87196,76.29167404339286,250.0,78.22481,69.83816832404258,250.0,79.05931,69.3088858567995,250.0,81.59154,69.76649918365527,250.0,84.52664,70.85030428000226
260.0,76.72849,75.1993424863663,260.0,70.25401,68.77977075136285,260.0,70.57054,68.35016074670887,260.0,72.35463,68.98686084655668,260.0,74.54155,70.21335280502073
270.0,71.49136,73.6220254596343,270.0,65.10321,67.2469746526656,270.0,65.10321,66.8915498153471,270.0,66.42687,67.66568077232762,270.0,68.26851,68.99873613892227
280.0,67.49156,71.65146629228468,280.0,61.21852,65.33084248775303,280.0,61.04585,65.02322986083978,280.0,62.11054,65.89139876659918,280.0,63.66442,67.29364425774192
290.0,64.32627,69.38605891655058,290.0,58.11076,63.128656095595275,290.0,57.76545,62.84328432749513,290.0,58.62871,63.763076424900575,290.0,60.00994,65.19818735222063
300.0,61.56381,66.92460293324594,300.0,55.4922,60.73781047029724,300.0,55.03178,60.451268992465984,300.0,55.75117,61.383457979540246,300.0,56.98851,62.81802183561419
310.0,59.37689,64.36091408281929,310.0,53.33403,58.25055636164827,310.0,52.81607,57.94257884498101,310.0,53.39158,58.85275643984824,310.0,54.51383,60.2576366053981
320.0,57.42015,61.77961154118474,320.0,51.4924,55.74990485303318,320.0,50.88811,55.403978659746585,320.0,51.3773,56.263600616611114,320.0,52.38445,57.614799332951236
330.0,55.63606,59.25318452034575,330.0,49.76588,53.306791307441586,330.0,49.13281,52.91042605820894,330.0,49.50689,53.69731947071183,330.0,50.45649,54.976380592144686
340.0,54.11097,56.84029629934125,340.0,48.32711,50.9784546268969,340.0,47.60771,50.52316106690725,340.0,47.92424,51.22156792471404,340.0,48.81629,52.41558538839642
350.0,52.61464,54.585192943310254,350.0,46.9171,48.80789894414575,350.0,46.19772,48.28893808587478,350.0,46.48547,48.88918677525924,350.0,47.29118,49.99049767163827
360.0,51.40608,52.51803419443551,360.0,45.7373,46.824256158736695,360.0,44.96036,46.24022129886249,360.0,45.19057,46.73812321093279,360.0,45.96751,47.743767458736315
370.0,50.0824,50.65594294817819,370.0,44.52874,45.043847601576545,370.0,43.7518,44.39613971808809,370.0,43.92445,44.79220406222057,370.0,44.64385,45.703229242184776
380.0,49.13281,49.00456852714264,380.0,43.57915,43.47174312138604,380.0,42.77343,42.76399418062476,380.0,42.9173,43.062543662330945,380.0,43.57915,43.8832261475987
390.0,48.06812,47.55997153604215,390.0,42.65833,42.10362940194081,390.0,41.85261,41.3411193245485,390.0,41.93895,41.549376383193916,390.0,42.60079,42.2864199476764
400.0,47.17607,46.31065856058162,400.0,41.76628,40.92781983118105,400.0,40.90302,40.11692258545274,400.0,40.96059,40.24412253582237,400.0,41.56486,40.90588415088857
410.0,46.31281,45.239620088440425,410.0,40.98935,39.927262653624865,410.0,40.15486,39.074946678296286,410.0,40.18365,39.13152099513697,410.0,40.75915,39.72730125900322
420.0,45.44955,44.32625430634453,420.0,40.18365,39.081432957708294,420.0,39.32038,38.19483199898981,420.0,39.32038,38.1916925333568,420.0,39.86711,38.73111610393483
430.0,44.67261,43.548091368175726,430.0,39.49303,38.368025946450025,430.0,38.60099,37.454088370333785,430.0,38.57221,37.4020317947905,430.0,39.11895,37.894532575214946
440.0,43.982,42.88226435890728,440.0,38.85996,37.764399689404335,440.0,37.93916,36.829617451335594,440.0,37.93916,36.7388589120978,440.0,38.39956,37.19327582995105
450.0,43.34894,42.30670071919659,450.0,38.25569,37.248741409502294,450.0,37.33487,36.29895535672988,450.0,37.30609,36.17879096119365,450.0,37.79527,36.60307297506146
460.0,42.65833,41.80102812174455,460.0,37.6514,36.80095099078242,460.0,36.75936,35.841227238822235,460.0,36.67303,35.69981626931646,460.0,37.13344,36.10083028723044
470.0,42.08282,41.3472031834601,470.0,37.10466,36.403250648803834,470.0,36.18385,35.437821320692265,470.0,36.09753,35.28207221631503,470.0,36.55793,35.66550431872018
480.0,41.47853,40.92988396835309,480.0,36.58671,36.04054285125399,480.0,35.66589,35.072801937878154,480.0,35.57956,34.90834313235237,480.0,36.0112,35.278680358875995
490.0,40.93181,40.53657802297084,490.0,36.06874,35.70054883573133,490.0,35.14794,34.73309142450543,490.0,35.00405,34.564308442868985,490.0,35.43569,34.92488551450786
500.0,40.38508,40.15760443820493,500.0,35.60834,35.37376601196687,500.0,34.68752,34.40845818715221,500.0,34.57243,34.23857980793869,500.0,34.94651,34.59167374320109
510.0,39.89589,39.78591122264115,510.0,35.14794,35.0532848111663,510.0,34.19834,34.09135194279354,510.0,34.08325,33.92257005431125,510.0,34.45733,34.26952633592682
520.0,39.43547,39.4167890427964,520.0,34.77384,34.73450497069788,520.0,33.82426,33.77662732814385,520.0,33.68039,33.61023703312311,520.0,34.05447,33.95161361824959
530.0,38.94629,39.04751925367994,530.0,34.31344,34.414787811279645,530.0,33.36385,33.46119474396942,530.0,33.21997,33.297742650904226,530.0,33.56528,33.633461487878265
540.0,38.57221,38.67698900624784,540.0,33.9969,34.093075782165485,540.0,33.01855,33.14363293774636,540.0,32.84589,32.98306320775988,540.0,33.21997,33.31256138356727
550.0,38.1118,38.30530049045043,550.0,33.56528,33.76950517496297,550.0,32.6157,32.823792530490614,550.0,32.47181,32.665583181342,550.0,32.78835,32.98795693850779
560.0,37.76651,37.933395447633,560.0,33.24875,33.44503305852628,560.0,32.29916,32.5024143368546,560.0,32.12651,32.34569976049414,560.0,32.44303,32.65983527738389
570.0,37.27732,37.56271049793165,570.0,32.87467,33.12109510771342,570.0,31.95386,32.18078075902404,570.0,31.7812,32.024459056768116,570.0,32.06895,32.329145240860086
580.0,36.98957,37.194874948916805,580.0,32.55813,32.79930716753411,580.0,31.60855,31.86041285431694,580.0,31.4359,31.703238426802585,580.0,31.72365,31.99725940332563
590.0,36.58671,36.83146033765934,590.0,32.27038,32.48121974640018,590.0,31.32079,31.54282094002542,590.0,31.14815,31.383484397285233,590.0,31.40712,31.665692008807262
600.0,36.27018,36.473787807303246,600.0,31.92508,32.16813071565402,600.0,30.97549,31.229313424040473,600.0,30.80283,31.066512123469938,600.0,31.03304,31.335880741150802
600.0,35.92488,36.122795122979824,600.0,31.66609,31.860957831451177,600.0,30.74529,30.92086618970082,600.0,30.57264,30.753369059055405,600.0,30.83161,31.0090365718963
590.0,35.57956,35.778961791559645,590.0,31.34957,31.560170336146342,590.0,30.39999,30.618052390746783,590.0,30.22732,30.444762248668827,590.0,30.45753,30.686062257561264
580.0,35.29181,35.44228936448374,580.0,31.14815,31.265777551935862,580.0,30.16978,30.321030120371102,580.0,30.02589,30.14104570317367,580.0,30.2561,30.367535795660366
570.0,34.94651,35.112333548791284,570.0,30.83161,30.977370558642903,570.0,29.9108,30.029583734605673,570.0,29.70937,29.842261975906187,570.0,29.9108,30.053751419227137
560.0,34.74508,34.7882839500594,560.0,30.65896,30.69421052748487,560.0,29.70937,29.7432129566468,560.0,29.50794,29.54823024771312,560.0,29.73814,29.74480873165293
550.0,34.371,34.46908542291245,550.0,30.34243,30.415355241071172,550.0,29.42162,29.46126111457475,550.0,29.24895,29.258671634876677,550.0,29.42162,29.440739348355034
540.0,34.14079,34.153592822462194,540.0,30.11223,30.139814602637333,540.0,29.16263,29.183071402221984,540.0,28.98998,28.97336098501062,540.0,29.19141,29.141658919032157
530.0,33.85304,33.840750101212976,530.0,29.9108,29.866726562552977,530.0,28.98998,28.908160291453303,530.0,28.78855,28.69229353917115,530.0,28.9612,28.84793154640862
520.0,33.59406,33.52978488920452,520.0,29.68059,29.59554541664276,520.0,28.731,28.63639860848008,520.0,28.52958,28.41585472679692,520.0,28.70222,28.56033373265912
510.0,33.33507,33.22040903998408,510.0,29.47916,29.326232862546643,510.0,28.55836,28.36818992834949,510.0,28.38569,28.144981104407385,510.0,28.52958,28.280204810830956
500.0,33.10488,32.91301403070614,500.0,29.24895,29.059439391739293,500.0,28.32815,28.104633354397908,500.0,28.09794,27.881299172015662,500.0,28.2706,28.009569834715666
490.0,32.93221,32.60884811418324,490.0,29.13387,28.796661733525674,490.0,28.21304,27.847655747302802,490.0,28.04039,27.62722707095724,490.0,28.18426,27.751219562025337
480.0,32.6157,32.310159156988895,480.0,28.84611,28.54036069799357,480.0,27.92529,27.6000969536628,480.0,27.72386,27.386022706651715,480.0,27.86774,27.508730614189236
470.0,32.44303,32.02028438638835,470.0,28.70222,28.29402236028985,470.0,27.78142,27.365730731681808,470.0,27.57999,27.161761289227414,470.0,27.72386,27.28640835470347
460.0,32.15528,31.74366848241711,460.0,28.47202,28.06214593951963,460.0,27.57999,27.149205607278738,460.0,27.37856,26.959227243109076,460.0,27.49366,27.08913778880894
450.0,32.0114,31.485794021024727,450.0,28.32815,27.850144192296206,450.0,27.40732,26.955893106886162,450.0,27.20591,26.78370975783836,450.0,27.34978,26.922133220552826
440.0,31.75243,31.253010311279496,440.0,28.1555,27.664144341773042,440.0,27.23467,26.791633475543566,440.0,27.06202,26.640695208786013,440.0,27.17713,26.790582172500606
430.0,31.57977,31.052247860045536,430.0,27.98283,27.510678924941974,430.0,27.06202,26.662371661525427,430.0,26.86059,26.5354527322639,430.0,26.9757,26.699182608372944
420.0,31.4359,30.890607928992058,420.0,27.92529,27.396257969884207,420.0,27.03324,26.57368025158134,420.0,26.86059,26.472513143573043,420.0,26.94692,26.65157708701971
410.0,31.17693,30.774820592795066,410.0,27.63753,27.32681747749745,410.0,26.71673,26.530170338234512,410.0,26.54406,26.45504628582466,410.0,26.63039,26.649693791539164
400.0,30.97549,30.71057084186465,400.0,27.52243,27.30704553037694,400.0,26.63039,26.534797167980155,400.0,26.45774,26.48414853320597,400.0,26.54406,26.693012506812867
390.0,30.77407,30.7017026052255,390.0,27.321,27.33959856010159,390.0,26.42897,26.588078364722524,390.0,26.25631,26.55806337441732,390.0,26.31387,26.77778525813471
380.0,30.63018,30.749324509930737,380.0,27.23467,27.42423468043801,380.0,26.34263,26.687256873055762,380.0,26.1412,26.671372581031047,380.0,26.25631,26.896255193916502
370.0,30.39999,30.850854470817332,370.0,27.06202,27.55690351438255,370.0,26.16998,26.825452693605456,370.0,25.99733,26.81420795767551,370.0,26.05488,27.035928307097056
360.0,30.39999,30.999050916947777,360.0,27.03324,27.72884112753414,360.0,26.1412,26.990855758001878,360.0,25.96855,26.9715418083059,360.0,26.05488,27.17895873430276
350.0,30.08345,31.181087756935895,350.0,26.77427,27.92572680785681,350.0,25.91101,27.166019217987674,350.0,25.73836,27.12261907507801,350.0,25.76712,27.301711540965872
340.0,29.93957,31.377739559008276,340.0,26.65917,28.126967671043747,340.0,25.76712,27.327319276602303,340.0,25.56569,27.240597395324848,340.0,25.65203,27.374569158926917
330.0,29.76692,31.56275482853003,330.0,26.54406,28.305187845307483,330.0,25.65203,27.444654961517063,330.0,25.47937,27.29246527283224,330.0,25.53693,27.362049504013317
320.0,29.62305,31.702506455966034,320.0,26.37141,28.426007306546328,320.0,25.50815,27.481465977878656,320.0,25.30672,27.239310202743546,320.0,25.36428,27.223300999316834
310.0,29.45038,31.756012022423384,310.0,26.31387,28.44819537571223,310.0,25.42182,27.395142742122346,310.0,25.24918,27.037000079328685,310.0,25.30672,26.91302574077446
300.0,29.27773,31.675409745226776,300.0,26.1412,28.32427398032778,300.0,25.24918,27.13788744702949,300.0,25.07651,26.637319728383993,300.0,25.10529,26.38285576388072
290.0,29.30651,31.406960085205515,290.0,26.19876,28.001626494067644,290.0,25.30672,26.65805986128949,290.0,25.13407,25.989572111998093,290.0,25.19161,25.5831706473764
280.0,28.9612,30.89261647792681,280.0,25.91101,27.424137490235353,280.0,25.04774,25.902005504977375,280.0,24.84631,25.042610552565872,280.0,24.8751,24.465296333879103
270.0,28.87487,30.072169604008323,270.0,25.82468,26.534347069265092,270.0,24.96142,24.81631572592754,270.0,24.75999,23.747214176965844,270.0,24.81753,22.983964927924177
260.0,28.70222,28.885920986980775,260.0,25.6808,25.276053171292723,260.0,24.81753,23.35041151511585,260.0,24.64489,22.058656283848116,260.0,24.67367,21.09984672043368
250.0,28.6159,27.27778155476016,250.0,25.59447,23.597234013040275,250.0,24.70243,21.459275433000595,250.0,24.55856,19.939242562652588,250.0,24.58734,18.781887910065073
240.0,28.44325,25.19861164212558,240.0,25.47937,21.453083561861185,240.0,24.61611,19.106073516825585,240.0,24.44346,17.360507027918114,240.0,24.47224,16.009095143685894
230.0,14.7749,22.609575697298595,230.0,8.47307,18.80892365207389,230.0,1.76838,16.264402207077822,230.0,-4.64855,14.304766884071878,230.0,-10.34609,12.771442938660863
220.0,19.63796,19.48542908526199,220.0,14.83245,15.642962401775433,220.0,10.71756,12.920208644567309,220.0,7.14939,10.766165371553528,220.0,4.2143,9.070112409712927
210.0,20.78898,15.817922640145827,210.0,16.4151,11.949228353513583,210.0,12.87571,9.073951021714928,210.0,9.8543,6.752021167414397,210.0,7.35082,4.918111441340215
200.0,21.56591,11.619443449202423,200.0,17.27836,7.740950752646343,200.0,14.02673,4.743520206655513,200.0,11.35061,2.2852715604020446,200.0,9.19245,0.34230281488023306
190.0,21.96877,6.926429545437821,190.0,17.91142,3.053964307714164,190.0,14.89001,-0.03244215649188105,190.0,12.44409,-2.5922976326489175,190.0,10.45857,-4.613418858683434
180.0,22.28529,1.801492518204071,180.0,18.25673,-2.050990359240589,180.0,15.35041,-5.19208260385509,180.0,13.07714,-7.817424738809692,180.0,11.23551,-9.885315538769245
170.0,22.5155,-3.667066538655302,170.0,18.65959,-7.488459509629553,170.0,15.92592,-10.650267466943259,170.0,13.76775,-13.305042147266294,170.0,12.04123,-15.389195082405688
160.0,-52.70358,-9.36940351972939,160.0,-56.07032,-13.152065434476981,160.0,-59.46583,-16.302102524976288,160.0,-62.57358,-18.95153915058187,160.0,-64.87561,-21.023383484088594
150.0,-31.75504,-15.18159506973289,150.0,-35.093,-18.921584926565277,150.0,-38.17197,-22.029776368491028,150.0,-40.81931,-24.641394863974003,150.0,-42.68972,-26.675096643011948
140.0,-25.16546,-20.973823678618096,140.0,-28.50342,-24.67076599557612,140.0,-31.40974,-27.710177963910965,140.0,-33.88442,-30.25462054424543,140.0,-35.75483,-32.227654756974886
130.0,-20.79159,-26.616108008331217,130.0,-24.15832,-30.272750921579842,130.0,-27.00709,-33.220138122912495,130.0,-29.30913,-35.67182801483448,130.0,-30.9781,-37.56534494895355
120.0,-17.85649,-31.98070950967115,120.0,-21.1369,-35.602262426661724,120.0,-23.84179,-38.43844394803022,120.0,-26.08627,-40.77606204370481,120.0,-27.78402,-42.57506887313516
110.0,-15.32424,-36.943024844859664,110.0,-18.69098,-40.53636626719027,110.0,-21.3671,-43.24644740638888,110.0,-23.4677,-45.45323301107253,110.0,-25.02158,-47.14662147646436
100.0,-13.48261,-41.383617712457166,100.0,-16.70547,-44.95645792748808,100.0,-19.26649,-47.52992273500509,100.0,-21.30955,-49.59382044664337,100.0,-22.89219,-51.17427775479248
90.0,-91.69435,-45.193393951904184,90.0,-95.26251,-48.75347070931185,90.0,-98.02495,-51.18416631808001,90.0,-100.327,-53.09784269445857,90.0,-101.9672,-54.56167846112304
80.0,-64.24255,-48.2820224695696,80.0,-67.72438,-51.83639882927791,80.0,-69.9401,-54.122418237886954,80.0,-71.63785,-55.88315855025302,80.0,-72.96152,-57.23006685475047
70.0,-54.19991,-50.58707147261052,70.0,-57.71052,-54.14158904428395,70.0,-59.81113,-56.285040700839936,70.0,-61.30746,-57.894515138759076,70.0,-62.51602,-59.12727331306784
60.0,-76.35702,-52.08049035199275,60.0,-80.18416,-55.63940992409152,60.0,-81.99702,-57.64605538137412,60.0,-83.26314,-59.10993477899686,60.0,-84.27028,-60.23403075730222
50.0,-57.71052,-52.77089482017487,50.0,-61.42255,-56.336734781149374,50.0,-63.06275,-58.21548866075072,50.0,-64.12745,-59.542904915053896,50.0,-64.99072,-60.56608977143152
40.0,-49.79726,-52.70197576694041,40.0,-53.45175,-56.275537288867675,40.0,-55.0344,-58.03784764647241,40.0,-56.07032,-59.24072162211617,40.0,-56.84726,-60.17249803049751
30.0,-63.49439,-51.94785879410945,30.0,-67.52295,-55.52840767969765,30.0,-68.96173,-57.18755532507336,30.0,-69.79621,-58.27983631589192,30.0,-70.51561,-59.130907826719564
20.0,-47.92686,-50.60633545642285,20.0,-51.72522,-54.19189705202209,20.0,-53.13522,-55.7622633424184,20.0,-53.94093,-56.75913376300477,20.0,-54.60277,-57.54084885092467
10.0,-42.20054,-48.79081086520442,10.0,-45.85502,-52.378523408275136,10.0,-47.26502,-53.87487826320502,10.0,-48.09951,-54.791979159584294,10.0,-48.79012,-55.51580641667636
0.0,-38.17197,-46.621629027396935,0.0,-41.76891,-50.20809477301211,0.0,-43.20768,-51.64495226016761,0.0,-44.04217,-52.49768173124368,0.0,-44.73278,-53.1747487895037
-10.0,-34.9779,-44.217608214383404,-10.0,-38.45973,-47.799191237599125,-10.0,-39.86973,-49.190269695233006,-10.0,-40.73299,-49.993195859221196,-10.0,-41.4236,-50.633915733753234
-20.0,-32.30177,-41.68878432560464,-20.0,-35.75483,-45.26182762436546,-20.0,-37.1936,-46.6196363152478,-20.0,-38.02809,-47.386049521720935,-20.0,-38.71871,-47.99984586966538
-30.0,-30.05728,-39.131090539157164,-30.0,-33.39525,-42.69205041916235,-30.0,-34.83402,-44.02760908479446,-30.0,-35.69728,-44.76921976851503,-30.0,-36.35911,-45.364350260242134
-40.0,-38.92014,-36.62325916802596,-40.0,-42.63217,-40.16877396379591,-40.0,-44.04217,-41.49145857368233,-40.0,-44.84788,-42.21823231096138,-40.0,-45.48094,-42.801700017227304
-50.0,-29.85586,-34.225797802617876,-50.0,-33.30892,-37.75271607871124,-50.0,-34.69014,-39.07021466249567,-50.0,-35.49585,-39.790326307909105,-50.0,-36.10014,-40.36786423574853
-60.0,-27.35239,-31.981520456374753,-60.0,-30.69035,-35.48690885135205,-60.0,-32.07157,-36.805266484749865,-60.0,-32.87728,-37.52515070177367,-60.0,-33.51034,-38.10126419361445
-70.0,-33.71177,-29.917075616330077,-70.0,-37.36626,-33.39821760200872,-70.0,-38.77626,-34.72194933529421,-70.0,-39.5532,-35.44642425604497,-70.0,-40.18625,-36.02447783402589
-80.0,-26.14382,-28.04514637005095,-80.0,-29.51056,-31.499540040578122,-80.0,-30.863,-32.83179240094267,-80.0,-31.66871,-33.56423459002383,-80.0,-32.273,-34.14657120562969
-90.0,-24.07199,-26.367098487959183,-90.0,-27.35239,-29.792460495972232,-90.0,-28.73362,-31.13520411080415,-90.0,-29.53933,-31.877754975273042,-90.0,-30.14362,-32.465835968825594
-100.0,-36.41667,-24.875824486204255,-100.0,-40.24381,-28.270104486735168,-100.0,-41.68258,-29.624342560038546,-100.0,-42.45952,-30.378128197583983,-100.0,-43.09258,-30.97268328036914
-110.0,-24.30219,-23.558497001257322,-110.0,-27.64015,-26.919901920502628,-110.0,-29.02137,-28.285881399400626,-110.0,-29.79831,-29.05122982604049,-110.0,-30.40259,-29.65240850977556
-120.0,-22.20159,-22.398829954054836,-120.0,-25.45321,-25.725846151356777,-120.0,-26.83444,-27.1032593225814,-120.0,-27.5826,-27.879902271274563,-120.0,-28.21566,-28.487419988892587
