mV_1,uA_1,filter_uA_1,mV_2,uA_2,filter_uA_2,mV_3,uA_3,filter_uA_3,mV_4,uA_4,filter_uA_4,mV_5,uA_5,filter_uA_5
290.0,69.64973,74.93094372681664,290.0,62.88748,68.23334647665135,290.0,62.3983,67.70066831307946,290.0,62.71483,68.02901102320314,290.0,63.46299,68.72368729224092
300.0,66.22545,72.52852204697864,300.0,59.72218,65.86470554870014,300.0,59.08913,65.31855040123908,300.0,59.34811,65.65374655162243,300.0,60.06748,66.35575661548789
310.0,63.5781,69.88034127632102,310.0,57.1324,63.278145421802584,310.0,56.49933,62.71026490390036,310.0,56.70076,63.035723034167326,310.0,57.27627,63.730963451866195
320.0,61.10341,67.09529471317343,320.0,54.91669,60.578336591100985,320.0,54.19729,59.982238402105466,320.0,54.3124,60.283895865375264,320.0,54.91669,60.9601836377452
330.0,59.06035,64.2723213099953,330.0,52.87363,57.85947333118352,330.0,52.15424,57.23051460215025,330.0,52.29812,57.497155277336134,330.0,52.75852,58.14455335694723
340.0,57.16116,61.49676347186077,340.0,51.17587,55.201997654100765,340.0,50.39893,54.5373514834649,340.0,50.42771,54.76070784927216,340.0,50.94567,55.37166412106512
350.0,55.52096,58.838208386835376,350.0,49.62199,52.67074433291442,350.0,48.78751,51.969264245517394,350.0,48.87383,52.14394103926726,350.0,49.27669,52.71326763003661
360.0,54.02464,56.34965239594716,360.0,48.212,50.31433965627712,360.0,47.40628,49.57634916348934,360.0,47.34874,49.699608065948105,360.0,47.78036,50.22433353179899
370.0,52.58587,54.067772320886796,370.0,46.85955,48.165636989993885,370.0,45.99629,47.39267229321682,370.0,45.99629,47.46411608250295,370.0,46.37037,47.943244525283994
380.0,51.43486,52.014062521537845,380.0,45.76608,46.24295223551469,380.0,44.96036,45.437484770933466,380.0,44.87404,45.45867694656508,380.0,45.21935,45.89288671504152
390.0,50.22628,50.19659449403551,390.0,44.73017,44.55186507109309,390.0,43.83812,43.71702636090788,390.0,43.7518,43.69107879057951,390.0,44.12588,44.082390155759626
400.0,49.21913,48.612169341465815,400.0,43.72302,43.087367410305504,400.0,42.88854,42.226692694594355,400.0,42.77343,42.1578492761464,400.0,43.03241,42.5092859512586
410.0,48.18322,47.24865745672319,410.0,42.85976,41.8361633895575,410.0,41.93895,40.95336476086147,410.0,41.79507,40.846603924055444,410.0,42.14036,41.16186819166595
420.0,47.31996,46.08735188854084,420.0,41.96772,40.778955782466625,420.0,41.10445,39.877731142484805,420.0,40.96059,39.73840487534971,420.0,41.19078,40.02158120322851
430.0,46.34159,45.1051986377814,430.0,41.16201,39.892590247009565,430.0,40.24119,38.97647122833208,430.0,40.06854,38.80999338140316,430.0,40.38508,39.06529090158078
440.0,45.65098,44.276804712508905,440.0,40.44262,39.151966510882204,440.0,39.55058,38.22420590839811,440.0,39.40671,38.03579777056401,440.0,39.60814,38.267337458754355
450.0,44.87404,43.57615990431958,450.0,39.78079,38.53166033143503,450.0,38.85996,37.59515722097106,450.0,38.65853,37.389653645961744,450.0,38.94629,37.60130169398595
460.0,44.15466,42.97803742332895,460.0,39.11895,38.00722855951606,460.0,38.19813,37.06448734308475,460.0,38.05426,36.846202180784196,460.0,38.22691,37.041447528910865
470.0,43.46405,42.45906166645731,470.0,38.51467,37.55619156420604,470.0,37.62262,36.60930984040993,470.0,37.39241,36.38195563849269,470.0,37.59384,36.56382738264315
480.0,42.83098,41.99845189680132,480.0,37.96792,37.15870518286752,480.0,36.98957,36.209384395033865,480.0,36.84569,35.976038662120004,480.0,37.01833,36.14705860017553
490.0,42.25547,41.57846827032232,490.0,37.39241,36.79794890934629,490.0,36.50039,35.847521309156505,490.0,36.2414,35.61063006257983,490.0,36.44282,35.772796669941776
500.0,41.59364,41.1845982534359,500.0,36.87447,36.460267152924224,500.0,35.8961,35.509733216714075,500.0,35.69467,35.27114216273379,500.0,35.8961,35.42594280535811
510.0,41.13323,40.8055275314444,510.0,36.3565,36.135106838780516,510.0,35.46446,35.18517843742593,510.0,35.23426,34.94618325894115,510.0,35.37813,35.09463004947986
520.0,40.52894,40.43294250781554,520.0,35.95364,35.81479823268266,520.0,34.97527,34.865943555836495,520.0,34.74508,34.62735290216338,520.0,34.94651,34.770035554074376
530.0,40.12608,40.06121130044325,530.0,35.46446,35.49422545469102,530.0,34.54365,34.54671195805005,530.0,34.34222,34.30891840395811,530.0,34.42855,34.44606683349629
540.0,39.57936,39.68698626619919,540.0,35.09038,35.17042854013777,540.0,34.11201,34.22436088010724,540.0,33.85304,33.98741573920187,540.0,34.05447,34.11896635394618
550.0,39.1765,39.30876522125499,550.0,34.65875,34.842172709973205,550.0,33.70915,33.89752415692962,550.0,33.50772,33.661212292024324,550.0,33.59406,33.78687372646891
560.0,38.65853,38.92644275702417,560.0,34.28466,34.509514780553786,560.0,33.33507,33.56615255634553,560.0,33.0761,33.33006393813019,560.0,33.21997,33.44937930640984
570.0,38.25569,38.540878434479595,570.0,33.91058,34.173391345022914,570.0,32.93221,33.231097967502144,570.0,32.7308,32.994693603307745,570.0,32.81713,33.107097177165834
580.0,37.8816,38.1535047156394,580.0,33.5365,33.83524824113615,580.0,32.64446,32.89374177492793,580.0,32.3567,32.65641234041417,580.0,32.47181,32.761279686159696
590.0,37.44997,37.765992403742636,590.0,33.21997,33.49672598933211,590.0,32.24162,32.555681835102455,590.0,32.04019,32.31679807561584,590.0,32.12651,32.413489935777996
600.0,37.13344,37.379984552631974,600.0,32.87467,33.15941122546219,600.0,31.98262,32.218486707425036,600.0,31.69487,31.977441749291703,600.0,31.7812,32.065342601260426
600.0,36.70181,36.99690341986245,600.0,32.6157,32.82465934031069,600.0,31.60855,31.883520793179898,600.0,31.37834,31.63976554767679,600.0,31.46468,31.718317796396146
590.0,36.41406,36.61783078953311,590.0,32.24162,32.49348863635084,590.0,31.34957,31.5518403420394,590.0,31.09058,31.304913837921305,590.0,31.11937,31.373648465591078
580.0,36.0112,36.2434593015052,580.0,32.0114,32.166542373605566,580.0,31.03304,31.224157550631002,580.0,30.77407,30.973714299141598,580.0,30.88917,31.032278857736923
570.0,35.75221,35.87411019784105,570.0,31.66609,31.844112990840884,570.0,30.77407,30.90086757674123,570.0,30.54386,30.646703853240716,570.0,30.54386,30.694888726343912
560.0,35.43569,35.50981035874258,560.0,31.49344,31.526221545497588,560.0,30.54386,30.58213069108208,560.0,30.2561,30.324210931911473,560.0,30.34243,30.3619742494975
550.0,35.11916,35.15041820948125,550.0,31.17693,31.21274317480898,550.0,30.22732,30.267998792434472,550.0,30.02589,30.00648241824979,550.0,30.02589,30.033973145478758
540.0,34.80262,34.795785120631194,540.0,30.91793,30.903566293767433,540.0,30.02589,29.958572985564608,540.0,29.70937,29.69384102735871,540.0,29.76692,29.711419186891714
530.0,34.51487,34.445938217648006,530.0,30.68774,30.598771591103993,530.0,29.70937,29.65417809844649,530.0,29.53671,29.38685806337187,530.0,29.50794,29.395110716226775
520.0,34.2559,34.10127144128731,520.0,30.42875,30.298817333925918,520.0,29.53671,29.3555405222089,520.0,29.24895,29.086526809551987,520.0,29.27773,29.086278361366798
510.0,33.93936,33.76273156953524,510.0,30.22732,30.00471771326497,510.0,29.27773,29.063955855218627,510.0,29.04754,28.79442142528989,510.0,29.0763,28.786737097258364
500.0,33.73793,33.43198430378109,500.0,29.96835,29.718199720332763,500.0,29.10508,28.78143152872326,500.0,28.81733,28.512825204080453,500.0,28.81733,28.4990059993643
490.0,33.47896,33.111543818347364,490.0,29.88202,29.441822368890318,490.0,28.90365,28.51078733926889,490.0,28.67344,28.244811432229543,490.0,28.67344,28.226376998233082
480.0,33.24875,32.80484739618756,480.0,29.53671,29.17904023022864,480.0,28.67344,28.255694925012666,480.0,28.41447,27.994259322807622,480.0,28.35693,27.972913572172896
470.0,32.93221,32.51625545474963,470.0,29.42162,28.934191986970006,470.0,28.44325,28.020637396257783,470.0,28.18426,27.765787109711667,470.0,28.21304,27.74336224776816
460.0,32.75956,32.25095883712048,460.0,29.16263,28.712396468286997,460.0,28.2706,27.810773700206862,460.0,28.04039,27.56458713795549,460.0,27.98283,27.54296385271935
450.0,32.47181,32.0147798136564,450.0,28.98998,28.519343152575235,450.0,28.09794,27.63169743457829,450.0,27.81018,27.39615340368941,450.0,27.81018,27.377156228903274
440.0,32.29916,31.813857872047024,440.0,28.78855,28.360968819110305,440.0,27.89651,27.489083876361658,440.0,27.69508,27.26589691203225,440.0,27.60875,27.2511643204225
430.0,32.04019,31.65421521155008,430.0,28.6159,28.243016729572453,430.0,27.75264,27.388222233570698,430.0,27.4361,27.178648093788066,430.0,27.4361,27.16947847836161
420.0,31.92508,31.541201562989663,420.0,28.55836,28.170480017561985,420.0,27.63753,27.333434989750426,420.0,27.40732,27.138051100305027,420.0,27.34978,27.135228552821406
410.0,31.66609,31.478823940906956,410.0,28.2706,28.146935965089195,410.0,27.40732,27.327392808633086,410.0,27.14835,27.145862386422976,410.0,27.09081,27.149468627404648
400.0,31.4359,31.46897437835351,400.0,28.1555,28.173783997661822,400.0,27.20591,27.37034191170192,400.0,27.00448,27.201174487038397,400.0,26.94692,27.21039534877549
390.0,31.26325,31.51057962291977,390.0,27.92529,28.249411295146682,390.0,27.09081,27.459273319399596,390.0,26.83181,27.299596603853658,390.0,26.74549,27.312534384615695
380.0,31.03304,31.598711166041547,380.0,27.83896,28.368325039719103,380.0,26.91814,27.587078241113264,380.0,26.65917,27.432437093272608,380.0,26.65917,27.445943704292883
370.0,30.91793,31.7237077630638,370.0,27.60875,28.520304012167603,370.0,26.77427,27.74174577357103,370.0,26.54406,27.585945793664482,370.0,26.42897,27.595494040807722
360.0,30.77407,31.870372545309294,360.0,27.63753,28.68963184239155,360.0,26.74549,27.905666488946178,360.0,26.45774,27.74068298856357,360.0,26.42897,27.740293821529033
350.0,30.54386,32.01731309696687,350.0,27.321,28.854480468296632,350.0,26.45774,28.05511032832734,350.0,26.25631,27.87108591542287,350.0,26.1412,27.853329358522686
340.0,30.31365,32.13649787763947,340.0,27.20591,28.98651673570035,340.0,26.34263,28.15995066425059,340.0,26.05488,27.945304613600477,340.0,26.02611,27.90139206914607
330.0,30.16978,32.19310821318595,330.0,27.06202,29.050809338501793,330.0,26.16998,28.183709375115797,330.0,25.96855,27.925378862047765,330.0,25.88223,27.84536301757276
320.0,29.99713,32.1457680791384,320.0,26.91814,29.006114504082934,320.0,26.11244,28.083996752635496,320.0,25.7959,27.767824159826773,320.0,25.73836,27.64091818687712
310.0,29.82446,31.947226310694646,310.0,26.80305,28.805609609297946,310.0,25.91101,27.813407357156272,310.0,25.6808,27.42467985049636,310.0,25.62325,27.239699973122534
300.0,29.68059,31.545545179851697,300.0,26.65917,28.398121922215125,300.0,25.85345,27.32090661777546,300.0,25.56569,26.84504413819263,300.0,25.47937,26.590969631116998
290.0,29.62305,30.885817491324442,290.0,26.71673,27.729866622388595,290.0,25.82468,26.553706039671944,290.0,25.56569,25.97708058178793,290.0,25.50815,25.64371298823852
280.0,29.39284,29.912390617790148,280.0,26.40019,26.746662801762675,280.0,25.59447,25.459576470360055,280.0,25.3355,24.770427729677703,280.0,25.22039,24.349116603068786
270.0,29.19141,28.57151933704852,270.0,26.31387,25.396538425286217,270.0,25.4506,23.98948813793474,270.0,25.19161,23.178878248202427,270.0,25.16285,22.663264080986266
260.0,29.10508,26.814302782260242,260.0,26.16998,23.63256944151697,260.0,25.3355,22.10039682723132,260.0,25.10529,21.163120478171383,260.0,24.99018,20.54982620958698
250.0,28.87487,24.599683690744605,250.0,26.08366,21.41572259371755,250.0,25.24918,19.757916757541963,250.0,24.93264,18.69325320689081,250.0,24.90386,17.98243338539764
240.0,28.78855,21.897195369895833,240.0,25.93979,18.717378653920697,240.0,25.10529,16.938525839772666,240.0,24.90386,15.75068787264853,240.0,24.75999,14.94632012430569
230.0,3.69634,18.689134661612993,230.0,-1.3106,15.521213690164204,230.0,-6.08732,13.630964703378924,230.0,-10.31732,12.329083876417368,230.0,-13.71282,11.438876398506558
220.0,12.21388,14.972191376277381,220.0,8.64572,11.824508254986291,220.0,5.56675,9.836956211046525,220.0,3.14961,8.434500646311273,220.0,1.53817,7.469340243838743
210.0,14.71734,10.75916375227088,210.0,11.03408,7.6396091878736065,210.0,8.47307,5.572136005813112,210.0,6.54512,4.085820515727662,210.0,4.99124,3.0588224250789486
200.0,15.89714,6.081390735874565,200.0,12.58796,2.9962672679377427,200.0,10.14205,0.8680929391948794,200.0,8.27164,-0.6834878089818118,200.0,7.12063,-1.758131010519085
190.0,16.87551,0.9915918824338994,190.0,13.50878,-2.055439742019997,190.0,11.20675,-4.224728393374444,190.0,9.68163,-5.822475348799111,190.0,8.41551,-6.930624713077653
180.0,17.4798,-4.434183627125434,180.0,14.22816,-7.442937524595255,180.0,12.12755,-9.634683128721301,180.0,10.48735,-11.260194067128781,180.0,9.4802,-12.388726459014363
170.0,17.99776,-10.097136128565419,170.0,14.83245,-13.07141729038285,170.0,12.64552,-15.268913166890938,170.0,11.29307,-16.905425370776758,170.0,10.28592,-18.04295644766569
160.0,-61.27868,-15.880106414422333,160.0,-63.66704,-18.827837357454175,160.0,-65.68132,-21.01703358810637,160.0,-67.52295,-22.65008475130908,160.0,-68.67398,-23.787430288472304
150.0,-40.0136,-21.65550320831379,150.0,-42.25809,-24.588419065472085,150.0,-44.30115,-26.75830839040505,150.0,-45.62482,-28.376122838397066,150.0,-46.51686,-29.506503216612955
140.0,-32.58953,-27.29404074690882,140.0,-35.2081,-30.22696592377518,140.0,-36.90585,-32.369666914315026,140.0,-38.28708,-33.96328513214591,140.0,-39.23666,-35.08229249144908
130.0,-28.12933,-32.67086772035886,130.0,-30.43137,-35.62065299395843,130.0,-32.33055,-37.73122649241216,130.0,-33.62545,-39.29440246470759,130.0,-34.31606,-40.39976002880898
120.0,-24.47485,-37.6680516309497,120.0,-27.17974,-40.652292213144,120.0,-28.84872,-42.72834658160929,120.0,-30.02851,-44.257251918730645,120.0,-30.9781,-45.348408724756666
110.0,-21.97138,-42.17520115651703,110.0,-24.33097,-45.21086517000094,110.0,-26.14382,-47.252022305917144,110.0,-27.40995,-48.7448142162887,110.0,-28.04301,-49.82243429783084
100.0,-19.58302,-46.09090746561016,100.0,-22.23036,-49.19300108798144,100.0,-23.92811,-51.20030296978361,100.0,-24.99281,-52.656625567939656,100.0,-25.85607,-53.72204168978849
90.0,-95.95312,-49.32701997335726,90.0,-99.0321,-52.507414639676846,90.0,-101.16148,-54.48274859394152,90.0,-102.94557,-55.9032405499209,90.0,-104.12536,-56.95794591764039
80.0,-67.00499,-51.815875495607486,80.0,-70.4005,-55.082415902470736,80.0,-72.44356,-57.02802365634325,80.0,-73.76724,-58.41389456685857,80.0,-74.94703,-59.45913681401266
70.0,-56.58828,-53.51802865663593,70.0,-59.98378,-56.874012079670386,70.0,-61.79664,-58.792121128995596,70.0,-63.23541,-60.14483086936665,70.0,-64.24255,-61.181346211259985
60.0,-76.29948,-54.42726457991103,60.0,-80.38559,-57.87133366235506,60.0,-82.63007,-59.76391972339268,60.0,-84.06885,-61.08496326063473,60.0,-85.39252,-62.112855699638665
50.0,-57.68174,-54.57152934169923,50.0,-61.73909,-58.09796766606372,50.0,-63.60949,-59.96663720170712,50.0,-64.96193,-61.25741985899523,50.0,-66.14174,-62.27616753726208
40.0,-50.14257,-54.01026169176571,40.0,-53.91215,-57.60963259547224,40.0,-55.84011,-59.45560370120896,40.0,-57.07746,-60.717387810930404,40.0,-58.05583,-61.725946627350226
30.0,-62.37215,-52.829065462664346,30.0,-66.86112,-56.489096871217555,30.0,-68.84662,-58.31325056747455,30.0,-70.25662,-59.547154854221105,30.0,-71.52274,-60.544123124274634
20.0,-47.55277,-51.13267659743664,20.0,-51.5238,-54.83927641341956,20.0,-53.42297,-56.64224959448212,20.0,-54.68909,-57.84928420612178,20.0,-55.66746,-58.83309270583824
10.0,-42.08543,-49.03704278457203,10.0,-45.97013,-52.77532522241525,10.0,-47.7542,-54.557618146443986,10.0,-48.90523,-55.73873828391948,10.0,-49.91237,-56.707834785829
0.0,-38.3734,-46.6611198507565,0.0,-42.02788,-50.41633011087372,0.0,-43.78319,-52.1784029622016,0.0,-44.9342,-53.33456345242466,0.0,-45.79747,-54.287566352094444
-10.0,-35.23688,-44.1191210829577,-10.0,-38.86258,-47.87737408749013,-10.0,-40.53156,-49.61971330188699,-10.0,-41.62503,-50.7519110367915,-10.0,-42.54585,-51.68771611321715
-20.0,-32.73341,-41.514090537956825,-20.0,-36.21524,-45.26288525428984,-20.0,-37.82667,-46.986031984924146,-20.0,-38.94891,-48.09533208097319,-20.0,-39.7834,-49.01316936360423
-30.0,-30.54647,-38.93341223442846,-30.0,-33.94197,-42.6619269759193,-30.0,-35.58218,-44.36647259835215,-30.0,-36.58932,-45.454020745541314,-30.0,-37.45259,-46.35346859512183
-40.0,-38.94891,-36.446460534577355,-40.0,-42.80482,-40.14566527159014,-40.0,-44.56013,-41.83222797039116,-40.0,-45.73992,-42.899253640467485,-40.0,-46.63196,-43.7802217462131
-50.0,-30.20116,-34.104202455885826,-50.0,-33.683,-37.76683700000095,-50.0,-35.35198,-39.43603539609815,-50.0,-36.35911,-40.483849784981174,-50.0,-37.16483,-41.34654296843514
-60.0,-27.78402,-31.940226961019253,-60.0,-31.15076,-35.560687899580856,-60.0,-32.73341,-37.21312167382315,-60.0,-33.74055,-38.24311130120367,-60.0,-34.57504,-39.087983636300365
-70.0,-34.08585,-29.972655027509436,-70.0,-37.76911,-33.54682279030009,-70.0,-39.52442,-35.18306289103651,-70.0,-40.56034,-36.19667738160186,-70.0,-41.39483,-37.02438372951896
-80.0,-26.57546,-28.20661438873703,-80.0,-29.97096,-31.73164813195036,-80.0,-31.55362,-33.35223592096766,-80.0,-32.50321,-34.35096935668434,-80.0,-33.3377,-35.162319866587
-90.0,-24.61873,-26.63706037962578,-90.0,-27.89913,-30.111187163091657,-90.0,-29.45301,-31.71664064599014,-90.0,-30.40259,-32.70200838824299,-90.0,-31.15076,-33.49792937479563
-100.0,-36.93463,-25.251702014333826,-100.0,-40.84809,-28.674021271169483,-100.0,-42.6034,-30.26484561484036,-100.0,-43.66809,-31.238360208621575,-100.0,-44.56013,-32.019862136708866
-110.0,-24.84893,-24.033761931069186,-110.0,-28.18688,-27.40407599640907,-110.0,-29.74076,-28.980775085674253,-110.0,-30.71913,-29.94392450004961,-110.0,-31.46728,-30.712075563671036
-120.0,-22.80587,-22.96418489969926,-120.0,-26.02873,-26.28284884945737,-120.0,-27.5826,-27.84593233293612,-120.0,-28.50342,-28.800160197884562,-120.0,-29.25158,-29.55606162074096
