mV_1,uA_1,filter_uA_1,mV_2,uA_2,filter_uA_2,mV_3,uA_3,filter_uA_3,mV_4,uA_4,filter_uA_4,mV_5,uA_5,filter_uA_5
-10.0,-34.17219,-43.126730543648385,-10.0,-37.53891,-46.672522381551445,-10.0,-38.92014,-48.04150407720532,-10.0,-39.98483,-49.1457169638001,-10.0,-40.90564,-50.15022991634928
-20.0,-31.61116,-40.50012273647086,-20.0,-34.9779,-44.03098020704041,-20.0,-36.30157,-45.3727891197363,-20.0,-37.33748,-46.461157682187675,-20.0,-38.22953,-47.450808670913155
-30.0,-29.51056,-37.89017228349687,-30.0,-32.73341,-41.398486986679686,-30.0,-34.08585,-42.718513705206774,-30.0,-35.093,-43.79050704653999,-30.0,-35.92748,-44.761086695652565
-40.0,-37.51014,-35.36956564850782,-40.0,-41.16462,-38.84911055384406,-40.0,-42.48829,-40.152013018008894,-40.0,-43.61054,-41.207334303808956,-40.0,-44.61768,-42.155555624843245
-50.0,-29.02137,-32.99241621544571,-50.0,-32.35933,-36.43833610547557,-50.0,-33.683,-37.72798985233923,-50.0,-34.69014,-38.76658163870922,-50.0,-35.5534,-39.6900809762471
-60.0,-26.69056,-30.795156558786232,-60.0,-29.88464,-34.20389402867417,-60.0,-31.17953,-35.48338531924983,-60.0,-32.12913,-36.50541896263738,-60.0,-32.96361,-37.40271432110049
-70.0,-32.53198,-28.798347829889597,-70.0,-36.01381,-32.167524116891414,-70.0,-37.36626,-33.43917989345561,-70.0,-38.40217,-34.44503255695844,-70.0,-39.29422,-35.31545065412582
-80.0,-25.45321,-27.009087472006897,-80.0,-28.6473,-30.337354740102153,-80.0,-29.91341,-31.602801753876765,-80.0,-30.89178,-32.59302501226188,-80.0,-31.66871,-33.43660565344158
-90.0,-23.52526,-25.423792605458058,-90.0,-26.69056,-28.7106755097477,-90.0,-27.95668,-29.970919688840453,-90.0,-28.8775,-30.94620484745232,-90.0,-29.65443,-31.763590986903125
-100.0,-35.03545,-24.03111473048817,-100.0,-38.63238,-27.27685683143433,-100.0,-39.95605,-28.532374007379985,-100.0,-41.02074,-29.493518232881016,-100.0,-41.88401,-30.28583978541417
-110.0,-23.66913,-22.81471342340609,-110.0,-26.86321,-26.020137058293354,-110.0,-28.10056,-27.270967591879987,-110.0,-29.05015,-28.21884266867204,-110.0,-29.79831,-28.987600767645773
-120.0,-21.74118,-21.755513145586146,-120.0,-24.84893,-24.921888049984044,-120.0,-26.0575,-26.16772913023958,-120.0,-26.97831,-27.103251259080235,-120.0,-27.72648,-27.85020621274567
-130.0,-20.38873,-20.833154055626302,-130.0,-23.41016,-23.96205897111416,-130.0,-24.6475,-25.202350087121477,-130.0,-25.51076,-26.126446297505865,-130.0,-26.23015,-26.85350873764679
-140.0,-19.26649,-20.026769855248883,-140.0,-22.23036,-23.119936865167602,-140.0,-23.4677,-24.35393757612774,-140.0,-24.35975,-25.26750614444453,-140.0,-25.05036,-25.976630161913285
-150.0,-18.3169,-19.31550374628082,-150.0,-21.25199,-22.374652936692,-150.0,-22.43179,-23.601515395830674,-150.0,-23.32383,-24.505383338903577,-150.0,-23.95689,-25.198462360561958
-160.0,-17.45364,-18.67907151308637,-160.0,-20.35996,-21.705758517589565,-160.0,-21.53975,-22.924598416873494,-160.0,-22.40301,-23.819483169773576,-160.0,-23.06485,-24.49825200180348
-170.0,-26.5179,-18.09846693276152,-170.0,-29.94219,-21.093970657355126,-170.0,-31.32341,-22.30394059093068,-170.0,-32.30177,-23.190422798369145,-170.0,-33.04994,-23.856371600934207
-180.0,-18.5471,-17.5566709719642,-180.0,-21.56853,-20.52193898106869,-180.0,-22.80587,-21.7223061273056,-180.0,-23.69791,-22.60081699806439,-180.0,-24.33097,-23.25512249475642
-190.0,-17.39608,-17.039002896345327,-190.0,-20.33118,-19.974647888476778,-190.0,-21.53975,-21.164870567666732,-190.0,-22.43179,-22.035691838181982,-190.0,-23.03607,-22.679166942946004
-200.0,-16.53282,-16.53281999830832,-200.0,-19.43914,-19.43913999283536,-200.0,-20.61893,-20.618929992389063,-200.0,-21.4822,-21.48219999215064,-200.0,-22.11526,-22.115259992024352
